Entity,Code,Year,Annual precipitation
Lesotho,LSO,1965,776.68524
Lesotho,LSO,1966,978.083
Lesotho,LSO,1967,1145.6792
Lesotho,LSO,1968,973.9903
Lesotho,LSO,1969,957.987
Lesotho,LSO,1970,1072.9014
Lesotho,LSO,1971,1173.8314
Lesotho,LSO,1972,1078.6698
Lesotho,LSO,1973,1080.1759
Lesotho,LSO,1974,1268.6008
Lesotho,LSO,1975,1187.7216
Lesotho,LSO,1976,1290.0118
Lesotho,LSO,1977,1169.9839
Lesotho,LSO,1978,1108.3717
Lesotho,LSO,1979,1094.2817
Lesotho,LSO,1980,860.4908
Lesotho,LSO,1981,1009.0508
Lesotho,LSO,1982,942.9966
Lesotho,LSO,1983,1029.676
Lesotho,LSO,1984,923.86884
Lesotho,LSO,1985,1138.1836
Lesotho,LSO,1986,1233.8184
Lesotho,LSO,1987,1443.3772
Lesotho,LSO,1988,1484.0845
Lesotho,LSO,1989,1319.1726
Lesotho,LSO,1990,995.67444
Lesotho,LSO,1991,1280.6605
Lesotho,LSO,1992,744.1334
Lesotho,LSO,1993,1174.5419
Lesotho,LSO,1994,951.2226
Lesotho,LSO,1995,1093.2435
Lesotho,LSO,1996,1319.3849
Lesotho,LSO,1997,1186.1322
Lesotho,LSO,1998,1112.8118
Lesotho,LSO,1999,988.75574
Lesotho,LSO,2000,1262.7059
Lesotho,LSO,2001,1222.0184
Lesotho,LSO,2002,1140.9795
Lesotho,LSO,2003,931.2398
Lesotho,LSO,2004,1113.0322
Lesotho,LSO,2005,1052.4294
Lesotho,LSO,2006,1299.936
Lesotho,LSO,2007,913.85266
Lesotho,LSO,2008,944.4179
Lesotho,LSO,2009,986.555
Lesotho,LSO,2010,1083.1912
Lesotho,LSO,2011,1067.9431
Lesotho,LSO,2012,1013.7413
Lesotho,LSO,2013,871.39026
Lesotho,LSO,2014,1014.6318
Lesotho,LSO,2015,750.6925
Lesotho,LSO,2016,1020.36163
Lesotho,LSO,2017,926.578
Lesotho,LSO,2018,885.6642
Lesotho,LSO,2019,787.50146
Lesotho,LSO,2020,1179.4968
Lesotho,LSO,2021,1227.0725
Lesotho,LSO,2022,1315.2462
Lesotho,LSO,2023,1134.26
Lesotho,LSO,2024,789.9787
Liberia,LBR,1940,2075.9949
Liberia,LBR,1941,2410.2427
Liberia,LBR,1942,1797.9703
Liberia,LBR,1943,1775.9244
Liberia,LBR,1944,2236.4475
Liberia,LBR,1945,1738.0857
Liberia,LBR,1946,1928.2572
Liberia,LBR,1947,1995.528
Liberia,LBR,1948,1951.8359
Liberia,LBR,1949,2175.214
Liberia,LBR,1950,2086.188
Liberia,LBR,1951,2227.981
Liberia,LBR,1952,2617.9836
Liberia,LBR,1953,2126.6387
Liberia,LBR,1954,2061.1846
Liberia,LBR,1955,2081.3992
Liberia,LBR,1956,2156.3362
Liberia,LBR,1957,2698.587
Liberia,LBR,1958,1893.0616
Liberia,LBR,1959,2177.8464
Liberia,LBR,1960,2149.76
Liberia,LBR,1961,1931.2253
Liberia,LBR,1962,2111.752
Liberia,LBR,1963,2492.317
Liberia,LBR,1964,1931.0183
Liberia,LBR,1965,2201.2283
Liberia,LBR,1966,2169.0403
Liberia,LBR,1967,2285.0295
Liberia,LBR,1968,3090.1672
Liberia,LBR,1969,2443.1262
Liberia,LBR,1970,2345.9395
Liberia,LBR,1971,2422.3506
Liberia,LBR,1972,2562.8923
Liberia,LBR,1973,2311.0732
Liberia,LBR,1974,2194.8367
Liberia,LBR,1975,2258.7512
Liberia,LBR,1976,2331.386
Liberia,LBR,1977,2226.1365
Liberia,LBR,1978,2453.3315
Liberia,LBR,1979,2668.8748
Liberia,LBR,1980,2748.9365
Liberia,LBR,1981,2416.3076
Liberia,LBR,1982,2217.0642
Liberia,LBR,1983,2074.5803
Liberia,LBR,1984,2632.1555
Liberia,LBR,1985,2417.4094
Liberia,LBR,1986,2146.265
Liberia,LBR,1987,2452.6973
Liberia,LBR,1988,2514.293
Liberia,LBR,1989,2352.794
Liberia,LBR,1990,2237.6165
Liberia,LBR,1991,2230.694
Liberia,LBR,1992,2141.536
Liberia,LBR,1993,2337.9265
Liberia,LBR,1994,2149.7764
Liberia,LBR,1995,2450.6682
Liberia,LBR,1996,2438.33
Liberia,LBR,1997,2163.9011
Liberia,LBR,1998,2348.6755
Liberia,LBR,1999,2192.8315
Liberia,LBR,2000,2075.3896
Liberia,LBR,2001,2207.6555
Liberia,LBR,2002,2419.4531
Liberia,LBR,2003,2448.2644
Liberia,LBR,2004,2406.6584
Liberia,LBR,2005,2455.6455
Liberia,LBR,2006,2320.4106
Liberia,LBR,2007,2406.1167
Liberia,LBR,2008,2440.91
Liberia,LBR,2009,1996.8815
Liberia,LBR,2010,2516.485
Liberia,LBR,2011,2123.047
Liberia,LBR,2012,2206.3455
Liberia,LBR,2013,2133.7952
Liberia,LBR,2014,2328.517
Liberia,LBR,2015,2104.6353
Liberia,LBR,2016,2211.9275
Liberia,LBR,2017,2589.106
Liberia,LBR,2018,2604.0916
Liberia,LBR,2019,2762.9094
Liberia,LBR,2020,2193.7673
Liberia,LBR,2021,2553.5044
Liberia,LBR,2022,2380.7803
Liberia,LBR,2023,2282.11
Liberia,LBR,2024,2126.297
Libya,LBY,1940,16.217106
Libya,LBY,1941,14.228053
Libya,LBY,1942,37.435814
Libya,LBY,1943,45.731396
Libya,LBY,1944,18.890285
Libya,LBY,1945,24.908476
Libya,LBY,1946,14.540618
Libya,LBY,1947,24.943192
Libya,LBY,1948,18.527094
Libya,LBY,1949,22.170702
Libya,LBY,1950,20.391365
Libya,LBY,1951,22.233126
Libya,LBY,1952,16.192879
Libya,LBY,1953,30.800367
Libya,LBY,1954,20.71338
Libya,LBY,1955,13.08769
Libya,LBY,1956,24.7504
Libya,LBY,1957,42.434364
Libya,LBY,1958,15.114577
Libya,LBY,1959,13.2302
Libya,LBY,1960,20.209623
Libya,LBY,1961,22.080776
Libya,LBY,1962,29.963531
Libya,LBY,1963,29.99396
Libya,LBY,1964,21.816288
Libya,LBY,1965,23.257183
Libya,LBY,1966,37.198547
Libya,LBY,1967,27.482277
Libya,LBY,1968,22.363197
Libya,LBY,1969,45.095924
Libya,LBY,1970,14.7462635
Libya,LBY,1971,22.907564
Libya,LBY,1972,49.787792
Libya,LBY,1973,17.214151
Libya,LBY,1974,29.33741
Libya,LBY,1975,21.804142
Libya,LBY,1976,54.697887
Libya,LBY,1977,14.50752
Libya,LBY,1978,29.643501
Libya,LBY,1979,20.857563
Libya,LBY,1980,23.217613
Libya,LBY,1981,16.110662
Libya,LBY,1982,31.320496
Libya,LBY,1983,19.517279
Libya,LBY,1984,25.320578
Libya,LBY,1985,38.176723
Libya,LBY,1986,30.48318
Libya,LBY,1987,20.011068
Libya,LBY,1988,34.437435
Libya,LBY,1989,17.15137
Libya,LBY,1990,27.188368
Libya,LBY,1991,40.53185
Libya,LBY,1992,22.10093
Libya,LBY,1993,27.638178
Libya,LBY,1994,28.839556
Libya,LBY,1995,25.803043
Libya,LBY,1996,25.44392
Libya,LBY,1997,21.155415
Libya,LBY,1998,19.875526
Libya,LBY,1999,22.64532
Libya,LBY,2000,23.404436
Libya,LBY,2001,12.3773775
Libya,LBY,2002,21.130163
Libya,LBY,2003,21.54404
Libya,LBY,2004,20.03156
Libya,LBY,2005,29.919434
Libya,LBY,2006,28.794386
Libya,LBY,2007,22.142487
Libya,LBY,2008,28.73318
Libya,LBY,2009,15.106964
Libya,LBY,2010,13.603222
Libya,LBY,2011,31.007776
Libya,LBY,2012,20.577242
Libya,LBY,2013,18.604298
Libya,LBY,2014,18.19937
Libya,LBY,2015,26.914343
Libya,LBY,2016,12.996592
Libya,LBY,2017,29.424967
Libya,LBY,2018,24.205824
Libya,LBY,2019,27.339493
Libya,LBY,2020,21.929268
Libya,LBY,2021,10.937752
Libya,LBY,2022,15.375472
Libya,LBY,2023,16.765034
Libya,LBY,2024,18.882843
Lithuania,LTU,1940,690.55
Lithuania,LTU,1941,592.67865
Lithuania,LTU,1942,524.16754
Lithuania,LTU,1943,687.2991
Lithuania,LTU,1944,578.53076
Lithuania,LTU,1945,762.26733
Lithuania,LTU,1946,631.9893
Lithuania,LTU,1947,605.1384
Lithuania,LTU,1948,701.15314
Lithuania,LTU,1949,741.3982
Lithuania,LTU,1950,820.2386
Lithuania,LTU,1951,562.153
Lithuania,LTU,1952,757.7981
Lithuania,LTU,1953,569.73724
Lithuania,LTU,1954,792.46265
Lithuania,LTU,1955,624.1017
Lithuania,LTU,1956,744.2198
Lithuania,LTU,1957,765.9586
Lithuania,LTU,1958,754.04205
Lithuania,LTU,1959,597.39703
Lithuania,LTU,1960,837.2405
Lithuania,LTU,1961,694.9152
Lithuania,LTU,1962,852.8612
Lithuania,LTU,1963,714.8593
Lithuania,LTU,1964,636.5168
Lithuania,LTU,1965,701.3064
Lithuania,LTU,1966,763.24866
Lithuania,LTU,1967,786.76514
Lithuania,LTU,1968,704.15265
Lithuania,LTU,1969,694.1852
Lithuania,LTU,1970,795.2339
Lithuania,LTU,1971,678.43005
Lithuania,LTU,1972,892.7771
Lithuania,LTU,1973,746.5041
Lithuania,LTU,1974,878.2797
Lithuania,LTU,1975,634.4469
Lithuania,LTU,1976,641.66003
Lithuania,LTU,1977,796.40955
Lithuania,LTU,1978,848.4448
Lithuania,LTU,1979,732.41833
Lithuania,LTU,1980,894.02106
Lithuania,LTU,1981,888.1825
Lithuania,LTU,1982,645.8339
Lithuania,LTU,1983,807.7602
Lithuania,LTU,1984,744.72675
Lithuania,LTU,1985,854.50037
Lithuania,LTU,1986,822.87494
Lithuania,LTU,1987,799.76044
Lithuania,LTU,1988,782.66284
Lithuania,LTU,1989,820.74445
Lithuania,LTU,1990,893.1887
Lithuania,LTU,1991,675.51917
Lithuania,LTU,1992,683.54785
Lithuania,LTU,1993,799.0507
Lithuania,LTU,1994,796.9678
Lithuania,LTU,1995,776.05774
Lithuania,LTU,1996,627.5804
Lithuania,LTU,1997,752.77844
Lithuania,LTU,1998,914.4839
Lithuania,LTU,1999,721.6146
Lithuania,LTU,2000,719.3284
Lithuania,LTU,2001,824.9768
Lithuania,LTU,2002,698.4542
Lithuania,LTU,2003,651.97296
Lithuania,LTU,2004,801.9565
Lithuania,LTU,2005,719.4313
Lithuania,LTU,2006,639.5158
Lithuania,LTU,2007,823.1002
Lithuania,LTU,2008,761.06476
Lithuania,LTU,2009,750.25073
Lithuania,LTU,2010,872.2831
Lithuania,LTU,2011,681.9612
Lithuania,LTU,2012,851.6913
Lithuania,LTU,2013,684.36383
Lithuania,LTU,2014,702.79987
Lithuania,LTU,2015,662.90204
Lithuania,LTU,2016,845.6997
Lithuania,LTU,2017,900.51917
Lithuania,LTU,2018,585.67725
Lithuania,LTU,2019,651.4047
Lithuania,LTU,2020,709.13995
Lithuania,LTU,2021,822.31116
Lithuania,LTU,2022,776.8251
Lithuania,LTU,2023,804.21765
Lithuania,LTU,2024,741.9807
Luxembourg,LUX,1940,779.2924
Luxembourg,LUX,1941,734.4969
Luxembourg,LUX,1942,625.2879
Luxembourg,LUX,1943,663.2656
Luxembourg,LUX,1944,729.6736
Luxembourg,LUX,1945,625.86475
Luxembourg,LUX,1946,666.80255
Luxembourg,LUX,1947,563.11426
Luxembourg,LUX,1948,861.77423
Luxembourg,LUX,1949,596.4364
Luxembourg,LUX,1950,891.2494
Luxembourg,LUX,1951,895.7352
Luxembourg,LUX,1952,938.288
Luxembourg,LUX,1953,578.70013
Luxembourg,LUX,1954,793.28076
Luxembourg,LUX,1955,658.1791
Luxembourg,LUX,1956,815.3639
Luxembourg,LUX,1957,877.9059
Luxembourg,LUX,1958,1016.98755
Luxembourg,LUX,1959,593.05414
Luxembourg,LUX,1960,855.4148
Luxembourg,LUX,1961,809.2024
Luxembourg,LUX,1962,725.1527
Luxembourg,LUX,1963,696.2577
Luxembourg,LUX,1964,705.5443
Luxembourg,LUX,1965,1101.5627
Luxembourg,LUX,1966,996.0991
Luxembourg,LUX,1967,896.3112
Luxembourg,LUX,1968,950.6349
Luxembourg,LUX,1969,866.96204
Luxembourg,LUX,1970,1018.8072
Luxembourg,LUX,1971,665.924
Luxembourg,LUX,1972,833.2984
Luxembourg,LUX,1973,773.52997
Luxembourg,LUX,1974,956.9297
Luxembourg,LUX,1975,787.26685
Luxembourg,LUX,1976,628.2164
Luxembourg,LUX,1977,939.39087
Luxembourg,LUX,1978,879.03357
Luxembourg,LUX,1979,1009.2906
Luxembourg,LUX,1980,978.31555
Luxembourg,LUX,1981,1131.3623
Luxembourg,LUX,1982,844.75037
Luxembourg,LUX,1983,909.3542
Luxembourg,LUX,1984,1040.5405
Luxembourg,LUX,1985,788.5457
Luxembourg,LUX,1986,957.2954
Luxembourg,LUX,1987,990.8276
Luxembourg,LUX,1988,998.54724
Luxembourg,LUX,1989,863.1907
Luxembourg,LUX,1990,862.3587
Luxembourg,LUX,1991,655.4879
Luxembourg,LUX,1992,820.1856
Luxembourg,LUX,1993,890.4309
Luxembourg,LUX,1994,952.9205
Luxembourg,LUX,1995,995.8445
Luxembourg,LUX,1996,708.01996
Luxembourg,LUX,1997,859.546
Luxembourg,LUX,1998,927.56995
Luxembourg,LUX,1999,952.30023
Luxembourg,LUX,2000,1029.3596
Luxembourg,LUX,2001,1001.14056
Luxembourg,LUX,2002,937.9727
Luxembourg,LUX,2003,716.2373
Luxembourg,LUX,2004,774.87695
Luxembourg,LUX,2005,713.21136
Luxembourg,LUX,2006,871.5062
Luxembourg,LUX,2007,964.7057
Luxembourg,LUX,2008,966.6633
Luxembourg,LUX,2009,854.89294
Luxembourg,LUX,2010,884.2577
Luxembourg,LUX,2011,730.6593
Luxembourg,LUX,2012,974.23816
Luxembourg,LUX,2013,951.79663
Luxembourg,LUX,2014,916.9165
Luxembourg,LUX,2015,757.4812
Luxembourg,LUX,2016,938.93915
Luxembourg,LUX,2017,856.991
Luxembourg,LUX,2018,761.3085
Luxembourg,LUX,2019,935.1278
Luxembourg,LUX,2020,879.6623
Luxembourg,LUX,2021,1084.051
Luxembourg,LUX,2022,913.97656
Luxembourg,LUX,2023,1033.1604
Luxembourg,LUX,2024,1145.4235
Madagascar,MDG,1940,1349.9502
Madagascar,MDG,1941,1803.2744
Madagascar,MDG,1942,1178.4937
Madagascar,MDG,1943,1325.6523
Madagascar,MDG,1944,1034.656
Madagascar,MDG,1945,1198.3237
Madagascar,MDG,1946,1417.8816
Madagascar,MDG,1947,1424.5415
Madagascar,MDG,1948,1517.7983
Madagascar,MDG,1949,1430.2107
Madagascar,MDG,1950,1592.1245
Madagascar,MDG,1951,1286.888
Madagascar,MDG,1952,1735.778
Madagascar,MDG,1953,1716.0037
Madagascar,MDG,1954,1441.7166
Madagascar,MDG,1955,1380.0762
Madagascar,MDG,1956,1287.4697
Madagascar,MDG,1957,1324.2427
Madagascar,MDG,1958,1641.7924
Madagascar,MDG,1959,1485.424
Madagascar,MDG,1960,1267.5177
Madagascar,MDG,1961,1384.53
Madagascar,MDG,1962,1359.448
Madagascar,MDG,1963,1322.8354
Madagascar,MDG,1964,1228.7605
Madagascar,MDG,1965,1440.4298
Madagascar,MDG,1966,1168.605
Madagascar,MDG,1967,1544.365
Madagascar,MDG,1968,1393.3344
Madagascar,MDG,1969,1501.1091
Madagascar,MDG,1970,1378.6655
Madagascar,MDG,1971,1559.8721
Madagascar,MDG,1972,1736.0181
Madagascar,MDG,1973,1652.7444
Madagascar,MDG,1974,1406.1904
Madagascar,MDG,1975,1499.3748
Madagascar,MDG,1976,1440.4479
Madagascar,MDG,1977,1550.177
Madagascar,MDG,1978,1302.2764
Madagascar,MDG,1979,1339.6323
Madagascar,MDG,1980,1365.4158
Madagascar,MDG,1981,1378.5026
Madagascar,MDG,1982,1685.2537
Madagascar,MDG,1983,1419.3966
Madagascar,MDG,1984,1695.655
Madagascar,MDG,1985,1432.7496
Madagascar,MDG,1986,1452.8965
Madagascar,MDG,1987,1184.6738
Madagascar,MDG,1988,1303.9312
Madagascar,MDG,1989,1547.0808
Madagascar,MDG,1990,1178.7657
Madagascar,MDG,1991,1320.7715
Madagascar,MDG,1992,1226.3828
Madagascar,MDG,1993,1313.841
Madagascar,MDG,1994,1589.5823
Madagascar,MDG,1995,1422.6534
Madagascar,MDG,1996,1417.8895
Madagascar,MDG,1997,1503.9493
Madagascar,MDG,1998,1459.5756
Madagascar,MDG,1999,1137.5281
Madagascar,MDG,2000,1470.0999
Madagascar,MDG,2001,1293.4574
Madagascar,MDG,2002,1479.2485
Madagascar,MDG,2003,1561.2263
Madagascar,MDG,2004,1627.0046
Madagascar,MDG,2005,1251.0876
Madagascar,MDG,2006,1204.4547
Madagascar,MDG,2007,1695.1901
Madagascar,MDG,2008,1454.6656
Madagascar,MDG,2009,1403.1919
Madagascar,MDG,2010,1389.0073
Madagascar,MDG,2011,1388.976
Madagascar,MDG,2012,1519.9838
Madagascar,MDG,2013,1293.954
Madagascar,MDG,2014,1412.7032
Madagascar,MDG,2015,1787.7446
Madagascar,MDG,2016,1280.912
Madagascar,MDG,2017,1426.7931
Madagascar,MDG,2018,1436.0679
Madagascar,MDG,2019,1483.9191
Madagascar,MDG,2020,1321.145
Madagascar,MDG,2021,1137.4299
Madagascar,MDG,2022,1411.6143
Madagascar,MDG,2023,1453.6003
Madagascar,MDG,2024,1428.5675
Malawi,MWI,1940,1485.8186
Malawi,MWI,1941,1208.4677
Malawi,MWI,1942,1075.1873
Malawi,MWI,1943,1004.4663
Malawi,MWI,1944,1307.0612
Malawi,MWI,1945,1448.303
Malawi,MWI,1946,1422.9741
Malawi,MWI,1947,1400.81
Malawi,MWI,1948,1488.9866
Malawi,MWI,1949,1236.1106
Malawi,MWI,1950,1566.7192
Malawi,MWI,1951,1085.9447
Malawi,MWI,1952,1441.5203
Malawi,MWI,1953,1935.5535
Malawi,MWI,1954,977.5442
Malawi,MWI,1955,1707.5947
Malawi,MWI,1956,1555.5217
Malawi,MWI,1957,2164.2031
Malawi,MWI,1958,1595.9907
Malawi,MWI,1959,1580.1694
Malawi,MWI,1960,1230.0559
Malawi,MWI,1961,1745.1508
Malawi,MWI,1962,1462.3252
Malawi,MWI,1963,1605.229
Malawi,MWI,1964,1152.3767
Malawi,MWI,1965,1279.4908
Malawi,MWI,1966,1234.1907
Malawi,MWI,1967,1349.3055
Malawi,MWI,1968,1302.1462
Malawi,MWI,1969,1254.2568
Malawi,MWI,1970,1329.9583
Malawi,MWI,1971,1366.1185
Malawi,MWI,1972,1463.7108
Malawi,MWI,1973,1256.4155
Malawi,MWI,1974,1673.9054
Malawi,MWI,1975,1214.3693
Malawi,MWI,1976,1419.6245
Malawi,MWI,1977,1466.165
Malawi,MWI,1978,1882.153
Malawi,MWI,1979,1444.4854
Malawi,MWI,1980,1438.7571
Malawi,MWI,1981,1266.7821
Malawi,MWI,1982,1579.3363
Malawi,MWI,1983,1274.9658
Malawi,MWI,1984,1472.1154
Malawi,MWI,1985,1515.934
Malawi,MWI,1986,1664.5995
Malawi,MWI,1987,1136.0408
Malawi,MWI,1988,1342.6514
Malawi,MWI,1989,1790.9172
Malawi,MWI,1990,1130.4777
Malawi,MWI,1991,1397.8561
Malawi,MWI,1992,1026.0828
Malawi,MWI,1993,1252.1584
Malawi,MWI,1994,1154.8
Malawi,MWI,1995,1175.3989
Malawi,MWI,1996,1336.3079
Malawi,MWI,1997,1629.3655
Malawi,MWI,1998,1171.5619
Malawi,MWI,1999,1349.4761
Malawi,MWI,2000,1536.0093
Malawi,MWI,2001,1340.2153
Malawi,MWI,2002,1372.7681
Malawi,MWI,2003,1371.3466
Malawi,MWI,2004,1454.1034
Malawi,MWI,2005,994.9733
Malawi,MWI,2006,1460.9138
Malawi,MWI,2007,1496.9323
Malawi,MWI,2008,1356.1421
Malawi,MWI,2009,1362.3602
Malawi,MWI,2010,1324.3721
Malawi,MWI,2011,1280.4807
Malawi,MWI,2012,1381.0984
Malawi,MWI,2013,1356.3489
Malawi,MWI,2014,1351.4727
Malawi,MWI,2015,1257.3793
Malawi,MWI,2016,1212.2687
Malawi,MWI,2017,1506.1094
Malawi,MWI,2018,1450.4365
Malawi,MWI,2019,1612.9446
Malawi,MWI,2020,1340.2494
Malawi,MWI,2021,1277.8713
Malawi,MWI,2022,1648.9185
Malawi,MWI,2023,1606.264
Malawi,MWI,2024,1330.009
Malaysia,MYS,1940,2292.886
Malaysia,MYS,1941,2711.0596
Malaysia,MYS,1942,2638.615
Malaysia,MYS,1943,2270.7637
Malaysia,MYS,1944,2309.6958
Malaysia,MYS,1945,3159.7886
Malaysia,MYS,1946,2663.4546
Malaysia,MYS,1947,3087.4705
Malaysia,MYS,1948,2372.706
Malaysia,MYS,1949,1763.6835
Malaysia,MYS,1950,2492.7107
Malaysia,MYS,1951,2097.0747
Malaysia,MYS,1952,2427.9585
Malaysia,MYS,1953,2393.4717
Malaysia,MYS,1954,3105.459
Malaysia,MYS,1955,3085.386
Malaysia,MYS,1956,3167.0552
Malaysia,MYS,1957,2690.3923
Malaysia,MYS,1958,2736.6123
Malaysia,MYS,1959,2645.9033
Malaysia,MYS,1960,2636.983
Malaysia,MYS,1961,2366.5288
Malaysia,MYS,1962,2868.6968
Malaysia,MYS,1963,2653.5098
Malaysia,MYS,1964,2716.5754
Malaysia,MYS,1965,2594.2595
Malaysia,MYS,1966,3307.205
Malaysia,MYS,1967,2764.6382
Malaysia,MYS,1968,2690.2527
Malaysia,MYS,1969,2916.2466
Malaysia,MYS,1970,2987.0347
Malaysia,MYS,1971,2795.987
Malaysia,MYS,1972,2500.9685
Malaysia,MYS,1973,2879.0237
Malaysia,MYS,1974,2632.6716
Malaysia,MYS,1975,2735.6982
Malaysia,MYS,1976,2560.582
Malaysia,MYS,1977,2688.164
Malaysia,MYS,1978,2559.025
Malaysia,MYS,1979,2689.472
Malaysia,MYS,1980,2706.1306
Malaysia,MYS,1981,2563.0073
Malaysia,MYS,1982,2396.05
Malaysia,MYS,1983,2573.752
Malaysia,MYS,1984,3250.5344
Malaysia,MYS,1985,2781.0925
Malaysia,MYS,1986,2807.4937
Malaysia,MYS,1987,2810.4602
Malaysia,MYS,1988,3185.9468
Malaysia,MYS,1989,2778.086
Malaysia,MYS,1990,2517.9956
Malaysia,MYS,1991,2893.0845
Malaysia,MYS,1992,2505.2256
Malaysia,MYS,1993,2875.287
Malaysia,MYS,1994,2811.4976
Malaysia,MYS,1995,3179.8052
Malaysia,MYS,1996,3094.186
Malaysia,MYS,1997,2519.9407
Malaysia,MYS,1998,2782.5146
Malaysia,MYS,1999,3120.2715
Malaysia,MYS,2000,2963.9946
Malaysia,MYS,2001,2989.4102
Malaysia,MYS,2002,2321.6917
Malaysia,MYS,2003,2589.8374
Malaysia,MYS,2004,2361.7563
Malaysia,MYS,2005,2476.1064
Malaysia,MYS,2006,2944.8535
Malaysia,MYS,2007,3280.7231
Malaysia,MYS,2008,3518.5122
Malaysia,MYS,2009,2922.3713
Malaysia,MYS,2010,3116.2285
Malaysia,MYS,2011,3134.2332
Malaysia,MYS,2012,3169.1277
Malaysia,MYS,2013,3105.323
Malaysia,MYS,2014,2850.7173
Malaysia,MYS,2015,2687.2253
Malaysia,MYS,2016,2734.0088
Malaysia,MYS,2017,3257.1455
Malaysia,MYS,2018,2909.1562
Malaysia,MYS,2019,2523.0012
Malaysia,MYS,2020,3143.626
Malaysia,MYS,2021,3160.4644
Malaysia,MYS,2022,3444.339
Malaysia,MYS,2023,3155.8706
Malaysia,MYS,2024,3333.5098
Mali,MLI,1940,176.47801
Mali,MLI,1941,154.20625
Mali,MLI,1942,248.19186
Mali,MLI,1943,340.23676
Mali,MLI,1944,397.14154
Mali,MLI,1945,325.67297
Mali,MLI,1946,221.35089
Mali,MLI,1947,458.9865
Mali,MLI,1948,298.6552
Mali,MLI,1949,234.4332
Mali,MLI,1950,328.82938
Mali,MLI,1951,410.068
Mali,MLI,1952,324.68735
Mali,MLI,1953,300.60413
Mali,MLI,1954,354.52292
Mali,MLI,1955,295.76172
Mali,MLI,1956,373.32547
Mali,MLI,1957,429.0356
Mali,MLI,1958,344.70886
Mali,MLI,1959,289.70535
Mali,MLI,1960,278.26627
Mali,MLI,1961,269.36935
Mali,MLI,1962,319.03024
Mali,MLI,1963,294.435
Mali,MLI,1964,319.45126
Mali,MLI,1965,357.84457
Mali,MLI,1966,290.77032
Mali,MLI,1967,385.89694
Mali,MLI,1968,341.60196
Mali,MLI,1969,371.47983
Mali,MLI,1970,315.6133
Mali,MLI,1971,315.9685
Mali,MLI,1972,288.30777
Mali,MLI,1973,258.55865
Mali,MLI,1974,299.9988
Mali,MLI,1975,299.75537
Mali,MLI,1976,303.3244
Mali,MLI,1977,268.78568
Mali,MLI,1978,350.35974
Mali,MLI,1979,323.51816
Mali,MLI,1980,312.2327
Mali,MLI,1981,294.7245
Mali,MLI,1982,242.10583
Mali,MLI,1983,213.9889
Mali,MLI,1984,256.97437
Mali,MLI,1985,280.5376
Mali,MLI,1986,274.5754
Mali,MLI,1987,239.62077
Mali,MLI,1988,322.9026
Mali,MLI,1989,302.97723
Mali,MLI,1990,235.14404
Mali,MLI,1991,279.13815
Mali,MLI,1992,264.23962
Mali,MLI,1993,237.0774
Mali,MLI,1994,345.33575
Mali,MLI,1995,275.15933
Mali,MLI,1996,233.86339
Mali,MLI,1997,234.76802
Mali,MLI,1998,257.54678
Mali,MLI,1999,310.29532
Mali,MLI,2000,248.01073
Mali,MLI,2001,210.23247
Mali,MLI,2002,215.13799
Mali,MLI,2003,291.81387
Mali,MLI,2004,202.93095
Mali,MLI,2005,246.22563
Mali,MLI,2006,224.01308
Mali,MLI,2007,236.53029
Mali,MLI,2008,256.7934
Mali,MLI,2009,233.72589
Mali,MLI,2010,297.93585
Mali,MLI,2011,208.04349
Mali,MLI,2012,264.45776
Mali,MLI,2013,219.42195
Mali,MLI,2014,215.11003
Mali,MLI,2015,255.11987
Mali,MLI,2016,245.74869
Mali,MLI,2017,220.04822
Mali,MLI,2018,277.91794
Mali,MLI,2019,284.72528
Mali,MLI,2020,276.58563
Mali,MLI,2021,189.6882
Mali,MLI,2022,249.6267
Mali,MLI,2023,197.5959
Mali,MLI,2024,308.99002
Mauritania,MRT,1940,41.426918
Mauritania,MRT,1941,22.360916
Mauritania,MRT,1942,59.65807
Mauritania,MRT,1943,91.94793
Mauritania,MRT,1944,147.94487
Mauritania,MRT,1945,81.867615
Mauritania,MRT,1946,37.044365
Mauritania,MRT,1947,140.89214
Mauritania,MRT,1948,64.020935
Mauritania,MRT,1949,66.429596
Mauritania,MRT,1950,86.782684
Mauritania,MRT,1951,196.3685
Mauritania,MRT,1952,103.45629
Mauritania,MRT,1953,82.20213
Mauritania,MRT,1954,130.3566
Mauritania,MRT,1955,85.21688
Mauritania,MRT,1956,120.881744
Mauritania,MRT,1957,142.30478
Mauritania,MRT,1958,88.68789
Mauritania,MRT,1959,56.531162
Mauritania,MRT,1960,68.40493
Mauritania,MRT,1961,63.141113
Mauritania,MRT,1962,80.23575
Mauritania,MRT,1963,81.153465
Mauritania,MRT,1964,76.28172
Mauritania,MRT,1965,112.413216
Mauritania,MRT,1966,93.61313
Mauritania,MRT,1967,111.77469
Mauritania,MRT,1968,80.52909
Mauritania,MRT,1969,150.65143
Mauritania,MRT,1970,74.70841
Mauritania,MRT,1971,65.03761
Mauritania,MRT,1972,71.562515
Mauritania,MRT,1973,51.523487
Mauritania,MRT,1974,67.69429
Mauritania,MRT,1975,66.35929
Mauritania,MRT,1976,79.454865
Mauritania,MRT,1977,49.167503
Mauritania,MRT,1978,71.13623
Mauritania,MRT,1979,94.13548
Mauritania,MRT,1980,75.12675
Mauritania,MRT,1981,78.96223
Mauritania,MRT,1982,41.575226
